Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
261,De Lo Mio,2019,6.22,0.361,,,,,,Diana Peralta,N/A,,2019-06-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt9853814,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
262,Dead Man's Letters,1986,5.32,0.316,,,,,,Konstantin Lopushanskiy,N/A,,1986-09-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0091759,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
263,Dear Zindagi,2016,5.99,0.35,,,,,,Gauri Shinde,N/A,,2016-11-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt5946128,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,Death by Hanging,1968,5.33,0.316,,,,,,Nagisa Ôshima,N/A,,1971-12-08,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0063198,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
265,Death of a Cyclist,1955,5.31,0.315,,,,,,Juan Antonio Bardem,N/A,,1955-09-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0048394,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
266,Deewaar,1975,5.32,0.316,,,,,,Yash Chopra,N/A,,1979-05,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0072860,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
267,Delicatessen,1991,5.32,0.316,,,,,,"Marc Caro, Jean-Pierre Jeunet",N/A,,1992-04-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0101700,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
268,Der Wixxer,2004,5.29,0.314,,,,,,Tobi Baumann,N/A,,2004-05-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0313021,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
269,Desiderium,1978,5.32,0.316,,,,,,Ali Hatami,N/A,,1978,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0078299,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
270,Destiny,1997,7.776,0.637,,,,,,Youssef Chahine,N/A,N/A,16 Oct 1998,135 min,135,"Comedy, Drama, History",Comedy,Drama,7.2,7.2,3263,0.0,0.0,2.0,2 wins & 1 nomination,"Youssef Chahine, Khaled Youssef","Nour El-Sherif, Layla Olwi, Mahmoud Hemida","The story is set in the 12th century in Arab-ruled Spanish province Andalusia, where famed philosopher Averroes is appointed grand judge by the caliph and his liberal court judgments are not liked by everyone. The caliph's political rivals, centered around the leader of a fanatical Islamic sect, force the caliph to send Averroes into exile, but his ideas keep on living thanks to his students.","Arabic, French","France, Egypt",tt0119629,movie,N/A,N/A,N/A,"funny, emotional",slow,intimate,justice,male,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
271,Dev.D,2009,5.43,0.321,,,,,,Anurag Kashyap,N/A,,2009-02-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1327035,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
272,Dil Chahta Hai,2001,5.39,0.319,,,,,,Farhan Akhtar,N/A,,2001-08-10,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0292490,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
273,Dil Se..,1998,5.38,0.319,,,,,,Mani Ratnam,N/A,,1998-08-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0164538,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
274,Dilwale Dulhania Le Jayenge,1995,5.33,0.316,,,,,,Aditya Chopra,N/A,,1995-10-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0112870,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
275,Dirty Hands,2014,6.03,0.352,,,,,,Josef Kubota Wladyka,N/A,,2015-04-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3062414,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
276,Divided We Fall,2000,5.38,0.319,,,,,,Jan Hrebejk,N/A,,2000-03-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0234288,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
277,Divine Intervention,2002,7.715,0.598,,,,,,Elia Suleiman,Not Rated,Not Rated,02 Oct 2002,92 min,92,"Drama, Romance, War",Drama,Romance,6.6,6.6,3994,74.0,0.0,2.0,6 wins & 2 nominations,Elia Suleiman,"Elia Suleiman, Manal Khader, George Ibrahim","Santa Claus tries to outrun a gang of knife-wielding youth. It's one of several vignettes of Palestinian life in Israel - in a neighborhood in Nazareth and at Al-Ram checkpoint in East Jerusalem. Most of the stories are droll, some absurd, one is mythic and fanciful; few words are spoken. A man who goes through his mail methodically each morning has a heart attack. His son visits him in hospital. The son regularly meets a woman at Al-Ram; they sit in a car, hands caressing. Once, she defies Israeli guards at the checkpoint; later, Ninja-like, she takes on soldiers at a target range. A red balloon floats free overhead. Neighbors toss garbage over walls. Life goes on until it doesn't.","Arabic, Hebrew, English","France, Morocco, Germany, Occupied Palestinian Territory",tt0274428,movie,N/A,"$421,343",N/A,emotional,medium,"epic, intimate",love,ensemble,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
278,Do Ankhen Barah Haath,1957,5.31,0.315,,,,,,Shantaram Rajaram Vankudre,N/A,,1957,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0050322,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
279,Do Bigha Zamin,1953,5.31,0.315,,,,,,Bimal Roy,N/A,,1953-07-24,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0045693,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
280,Dog Days,2001,5.39,0.319,,,,,,Ulrich Seidl,N/A,,2002-01-18,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0290661,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
281,Don,1978,5.32,0.316,,,,,,Chandra Barot,N/A,,1978-05-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0077451,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
282,Don't Be Tired!,2013,6.03,0.352,,,,,,"Mohsen Gharaie, Afshin Hashemi",N/A,,2013-12-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3547106,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
283,Don't Look Now... We're Being Shot At!,1966,5.33,0.316,,,,,,Gérard Oury,N/A,,1966-12-08,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0060474,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284,Dona Flor and Her Two Husbands,1976,5.32,0.316,,,,,,Bruno Barreto,N/A,,1978-06-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0077452,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
285,Door Lock,2018,6.18,0.359,,,,,,Kwon Lee,N/A,,2018-12-05,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt9402676,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
286,Downfall,2004,5.29,0.314,,,,,,Oliver Hirschbiegel,N/A,,2005-04-08,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0363163,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
287,Downpour,1972,5.33,0.316,,,,,,Bahram Beyzaie,N/A,,1972-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0067649,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
288,"Dr. Mabuse, the Gambler",1922,5.31,0.315,,,,,,Fritz Lang,N/A,,1922-09-30,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0013086,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
289,Dragon Inn,1967,5.33,0.316,,,,,,King Hu,N/A,,1967-10-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0060635,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
290,Drishyam,2015,6.01,0.35,,,,,,Nishikant Kamat,N/A,,2015-07-31,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt4430212,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
291,Drunken Angel,1948,5.31,0.315,,,,,,Akira Kurosawa,N/A,,1959-12-30,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0040979,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
292,Drunken Master,1978,5.32,0.316,,,,,,Yuen Woo-Ping,N/A,,1978-10-05,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0080179,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
293,Duck Season,2004,5.29,0.314,,,,,,Fernando Eimbcke,N/A,,2004-10-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0407246,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
294,Durian Durian,2000,5.38,0.319,,,,,,Fruit Chan,N/A,,2000-11-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0255327,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
295,Dust in the Wind,1986,5.32,0.316,,,,,,Hsiao-Hsien Hou,N/A,,1986,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0091406,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
296,Días de Santiago,2004,5.29,0.314,,,,,,Josué Méndez,N/A,,2004-09-30,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0397405,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
297,Ek Doctor Ki Maut,1990,5.32,0.316,,,,,,Tapan Sinha,N/A,,1990,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0345177,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
298,Ek Ruka Hua Faisla,1986,5.32,0.316,,,,,,Basu Chatterjee,N/A,,1986-07-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0157571,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
299,El Mariachi,1992,5.33,0.316,,,,,,Robert Rodriguez,N/A,,1993-02-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0104815,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
300,El Norte,1983,5.32,0.316,,,,,,Gregory Nava,N/A,,1984-01-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0085482,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
301,El Sur,1983,5.32,0.316,,,,,,Víctor Erice,N/A,,1988-01-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0084740,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
302,El Topo,1970,5.33,0.316,,,,,,Alejandro Jodorowsky,N/A,,1971-04-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0067866,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
303,El azima,1939,7.764,0.612,,,,,,Kamal Selim,N/A,N/A,06 Nov 1939,108 min,108,"Drama, Musical, Romance",Drama,Musical,7.2,7.2,294,0.0,0.0,0.0,N/A,"Badi Khayri, Kamal Selim","Fatma Rouchdi, Mokhtar Osman, Zaki Rostom","The story of Mohammed the son of a barber who has recently got his degree, his lover Fatma, his rivel Al-Etr.",Arabic,Egypt,tt0275209,movie,N/A,N/A,N/A,emotional,medium,intimate,love,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
304,El camino,1964,5.33,0.316,,,,,,Ana Mariscal,N/A,,1964,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0056898,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
305,El haram,1965,8.152,0.64,,,,,,Henry Barakat,N/A,N/A,01 May 1970,105 min,105,Drama,Drama,Unknown,7.6,7.6,624,0.0,0.0,1.0,1 nomination,"Youssef Idriss, Saad Eldin Wahba","Faten Hamamah, Zaki Rostom, Abdallah Gheith","A poor peasant woman becomes a symbol of worker oppression in this somber social drama directed by Henri Barakat. Azziza (Faten Hamama) is brutally raped by a guard when she goes into the fields to gather potatoes for her husband (Abdallah Gheiss). She does not relate the incident to her husband who is suffering from an undisclosed illness. Azziza hides the pregnancy and strangles the baby after it is born, but she also dies soon thereafter. The migrant workers rally around her memory as she becomes a martyr to the cause of the struggling peasants.",Arabic,Egypt,tt0355521,movie,N/A,N/A,N/A,emotional,medium,intimate,general,female,non-linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,El-Fetiwwah,1957,5.31,0.315,,,,,,Salah Abouseif,N/A,,1957-04-29,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0342396,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
307,El-Toq wa el-Iswerah,1986,7.887,0.616,,,,,,Khairy Beshara,N/A,N/A,07 Jun 1986,115 min,115,"Crime, Drama, Music",Crime,Drama,7.1,7.1,177,0.0,0.0,1.0,1 nomination,"Yehia Tahir Abdallah, Yehia Azmi, Khairy Beshara","Sherihan, Fardous Abdel Hamid, Ahmed Abdelaziz","In 1933 in the village of Karnak in Luxor, sad lives with her husband Bakhit Bishari paraplegic and TB disease. And their daughter, Fahima, hopes to return her son Mustafa, who is absent and displaced to the Sudan in search of a livelihood. Married Mourning Jabali of Fahima after the death of her father, and because he is impotent, it delayed childbearing and pushed her mother to the temple to bless Sheikh Harun and mixed with faith in corruption, and the solution to come by the temple guard himself, and give birth to baby girl Farhana, which is not recognized by the father because of his impotence sexually sick Fahima and die to remedy them are primitive, with the years and is seeking Farhana granddaughter with her grandmother sad for their livelihood. Farhana bear a serial killer. Back of her uncle Mustafa after his long and trying to change the concepts of the people of the village to no avail. Farhana die I'm dead at the hands of her aunt.",Arabic,Egypt,tt1808093,movie,N/A,N/A,N/A,"dark, uplifting, emotional",medium,intimate,family,male,linear,tragic,redemption,original,low,minimal,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
308,Elementarteilchen,2006,5.26,0.313,,,,,,Oskar Roehler,N/A,,2006-02-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0430051,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
309,Embrace of the Serpent,2015,6.01,0.35,,,,,,Ciro Guerra,N/A,,2015-05-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt4285496,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
310,Emergency Kisses,1989,5.32,0.316,,,,,,Philippe Garrel,N/A,,1989-10-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0096878,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
311,End of the Century,2019,6.22,0.361,,,,,,Lucio Castro,N/A,,2019-08-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt9845398,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
312,Estômago,2007,5.28,0.314,,,,,,Marcos Jorge,N/A,,2008-04-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1039960,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
313,Europa Europa,1990,5.32,0.316,,,,,,Agnieszka Holland,N/A,,1990-11-14,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0099776,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
314,Even Dwarfs Started Small,1970,5.33,0.316,,,,,,Werner Herzog,N/A,,1971-02-02,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0065436,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
315,Every Man for Himself,1980,5.32,0.316,,,,,,Jean-Luc Godard,N/A,,1980-10-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0079854,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
316,Execution in Autumn,1972,5.33,0.316,,,,,,Hsing Lee,N/A,,1972-02-14,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1033618,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
317,Experience,1973,5.33,0.316,,,,,,Abbas Kiarostami,N/A,,1973,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0070766,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
318,Extreme Job,2019,6.22,0.361,,,,,,Lee Byeong-heon,N/A,,2019-06-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt9541602,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
319,Facing Mirrors,2011,5.85,0.342,,,,,,Negar Azarbayjani,N/A,,2012-10-24,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1974212,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320,Family Resemblances,1996,5.33,0.316,,,,,,Cédric Klapisch,N/A,,1998-06-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0118015,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321,"Faraway, So Close!",1993,5.33,0.316,,,,,,Wim Wenders,N/A,,1993-12-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0107209,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
322,Father and Son,1981,5.32,0.316,,,,,,Allen Fong,N/A,,1986-09-24,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0082428,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
323,Faust,1926,5.31,0.315,,,,,,F.W. Murnau,N/A,,1926-12-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0016847,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
324,Fellow Traveler,1975,5.32,0.316,,,,,,Masud Asadollahi,N/A,,1975-03-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1104069,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
325,Fertile Memory,1981,7.529,0.572,,,,,,Michel Khleifi,Not Rated,Not Rated,15 May 1981,99 min,99,Documentary,Documentary,Unknown,7.3,7.3,85,0.0,0.0,0.0,N/A,N/A,"Farah Hatoum, Sahar Khalifeh","The first full length film to be shot within the disputed Palestinian West Bank ""Green Line,"" FERTILE MEMORY is the feature debut of Michel Khleifi, acclaimed director of the Cannes Film Festival triumph, WEDDING IN GALILEE. Lyrically blending both documentary and narrative elements, Khleifi skillfully and lovingly crafts a portrait of two Palestinian women whose individual struggles both define and transcend the politics that have torn apart their homes and their lives.",Arabic,"West Germany, Occupied Palestinian Territory, Netherlands, Belgium",tt0121278,movie,N/A,N/A,N/A,uplifting,medium,conventional,general,unknown,non-linear,happy,minimal,original,low,minimal,high,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Fill 'er Up with Super,1976,5.32,0.316,,,,,,Alain Cavalier,N/A,,1976-04-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0075076,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
327,Fires on the Plain,1959,5.31,0.315,,,,,,Kon Ichikawa,N/A,,1959-11-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0053121,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
328,Fireworks Wednesday,2006,5.26,0.313,,,,,,Asghar Farhadi,N/A,,2016-03-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0845439,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
329,Fish & Cat,2013,6.03,0.352,,,,,,Shahram Mokri,N/A,,2014-10-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3257072,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
330,Fist of Fury,1972,5.33,0.316,,,,,,Wei Lo,N/A,,1972-09-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0068767,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
331,Fitzcarraldo,1982,5.32,0.316,,,,,,Werner Herzog,N/A,,1982-10-10,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0083946,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
332,Forgotten,2017,6.09,0.354,,,,,,Jang Hang-jun,N/A,,2018-02-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt7057496,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
333,Four Days in September,1997,5.38,0.319,,,,,,Bruno Barreto,N/A,,1998-01-30,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0119815,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
334,Four Minutes,2006,5.26,0.313,,,,,,Chris Kraus,N/A,,2008-04-18,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0461694,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335,Francisca,1981,5.32,0.316,,,,,,Manoel de Oliveira,N/A,,1981-12-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0082408,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
336,Free Rainer,2007,5.28,0.314,,,,,,Hans Weingartner,N/A,,2007-11-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0810868,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
337,Friendship!,2010,5.61,0.33,,,,,,Markus Goller,N/A,,2010-01-14,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1247657,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
338,From Karkheh to Rhein,1993,5.33,0.316,,,,,,Ebrahim Hatamikia,N/A,,1993,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0106330,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
339,Funny Games,1997,5.38,0.319,,,,,,Michael Haneke,N/A,,1998-03-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0119167,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
340,Gabbeh,1996,5.33,0.316,,,,,,Mohsen Makhmalbaf,N/A,,1997-06-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0116384,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
341,Games of Love and Chance,2003,5.3,0.315,,,,,,Abdellatif Kechiche,N/A,,2004-01-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0338977,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
342,Gangs of Wasseypur,2012,5.99,0.35,,,,,,Anurag Kashyap,N/A,,2012-06-22,0 min,0,,,,0.0,0.0,0,,,,,,,The Asian Godfather,,,tt1954470,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
343,Garm Hava,1974,5.32,0.316,,,,,,M.S. Sathyu,N/A,,1975-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0073034,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
