Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
98,The Private Eyes,1976,7.459,0.563,,,,,,Michael Hui,N/A,N/A,16 Dec 1976,94 min,94,Comedy,Comedy,Unknown,7.0,7.0,970,0.0,0.0,0.0,N/A,Michael Hui,"Michael Hui, Samuel Hui, Ricky Hui","Private Eyes revolves the characters in a private detective agency headed by Wong Yuk-See (Michael Hui) with two employees, a stuttered, easily bullied Pighead (Ricky Hui) and secretary/receptionist, Jacky (Angie Chiu). The agency was soon joined by an out-of-work bottling plant employee Lee Kwok-Kit (Sam Hui). Among them, they took on various cases, mostly involving adulterous men and women. Comedic adventures occurred when Wong and Lee carried out these investigations. In the movie's finale, the two were trying to capture a blackmailer to a local theater and it ties several earlier sketches together.",Cantonese,Hong Kong,tt0074179,movie,N/A,N/A,N/A,funny,fast,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,The Puppetmaster,1993,7.817,0.611,,,,,,Hsiao-Hsien Hou,N/A,N/A,08 Dec 1993,142 min,142,"Biography, Drama, War",Biography,Drama,7.0,7.0,2206,0.0,0.0,2.0,7 wins & 4 nominations total,"T'ien-wen Chu, Tien-Lu Li, Nien-Jen Wu","Tien-Lu Li, Giong Lim, Kuei-Chung Cheng","In the first half of this century, young Li Tienlu joines a travelling puppet theatre and subsequently makes a career as one of Taiwan's leading puppeteers. During World War II the Japanese rulers of Taiwan use the traditional Chinese puppet theatre for their war propaganda. Only after the war street theatres start playing again.","Mandarin, Min Nan, Japanese",Taiwan,tt0107157,movie,N/A,N/A,N/A,emotional,slow,"epic, intimate",general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,The Purple Hairpin,1959,7.313,0.55,,,,,,Tit Lee,N/A,N/A,18 Feb 1959,135 min,135,"Musical, Romance",Musical,Romance,6.7,6.7,22,0.0,0.0,0.0,N/A,"Disheng Tang, Xianxu Tang","Kim-Fai Yam, Xuexian Bai, Sing-Po Leung",N/A,Cantonese,Hong Kong,tt0205599,movie,N/A,N/A,N/A,emotional,slow,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,The Red Detachment of Women,1961,7.629,0.599,,,,,,Jin Xie,N/A,N/A,N/A,92 min,92,"Drama, War",Drama,War,6.9,6.9,374,0.0,0.0,1.0,4 wins,Xin Liang,"Xijuan Zhu, Xingang Wang, Mei Xiang","In 1930s, Wu Qionghua was a housemaid of Nan-ba-tian, a cruel warlord of a village in Hainan Island, China. Often abused by her master, Qionghua was finally rescued by Hong Changqing, leader of the Red Detachment of Women - a troop of women soldiers. She joined the troop and became the Detachment leader after the death of Hong. They captivated and executed the warlord and liberated Qionghua's home village.",Mandarin,China,tt0472622,movie,N/A,N/A,N/A,"dark, emotional",medium,"epic, intimate",general,female,linear,tragic,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,The Sandwich Man,1983,7.924,0.618,,,,,,"Hsiao-Hsien Hou, Chuang-Hsiang Tseng, Jen Wan",Not Rated,Not Rated,02 Sep 1983,105 min,105,Drama,Drama,Unknown,7.1,7.1,813,0.0,0.0,1.0,3 nominations total,"Chunming Huang, Nien-Jen Wu","Bor-Jeng Chen, Li-Yin Yang, Kuo-Feng Tseng",Three vignettes from three different directors that tell stories of ordinary people during Taiwan's Cold War period.,"Mandarin, Min Nan",Taiwan,tt0085503,movie,N/A,N/A,N/A,emotional,medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,The Secret,1979,7.561,0.588,,,,,,Ann Hui,N/A,N/A,01 Nov 1979,85 min,85,"Drama, Horror, Mystery",Drama,Horror,6.5,6.5,297,0.0,0.0,2.0,2 wins & 3 nominations,Joyce Chan,"Sylvia Chang, Angie Chiu, Norman Chu","A real murder case which was complicated by the minage ' trois relationship of the victim and the main suspects. As different witnesses narrated their conflicting stories, the case seemed set to lead to nowhere; especially when the real identity of the dead person was finally discovered.",Cantonese,Hong Kong,tt0079146,movie,N/A,N/A,N/A,"dark, suspenseful, emotional",fast,intimate,love,unknown,linear,bittersweet,self-discovery,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,The Spooky Bunch,1980,7.147,0.533,,,,,,Ann Hui,N/A,N/A,22 May 1980,97 min,97,"Comedy, Fantasy",Comedy,Fantasy,6.3,6.3,120,0.0,0.0,0.0,N/A,Joyce Chan,"Josephine Siao, Kenny Bee, Mang-Ha Cheng","A Cantonese opera company arrives in Cheung Chau to perform for a rich man, who wants to marry of his nephew Dick to the star of the company Ah Gee. As soon as they arrive, the company is thwarted by a female spirit, Catshit, who turns out to be the precursor of a whole army of spirits sent to pester the uncle and one of the older actors. Only Ah Gee and Dick find out that the danger has something to do with a crime committed by Ah Gee's ancestors. This involved selling bad medicines to soldiers as a result of which a whole platoon of ghosts is out for vengeance",Cantonese,Hong Kong,tt0081803,movie,N/A,N/A,N/A,funny,fast,surreal,revenge,ensemble,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,The Spring River Flows East,1947,7.836,0.618,,,,,,"Chusheng Cai, Junli Zheng",N/A,N/A,17 Oct 1999,192 min,192,"Drama, War",Drama,War,7.3,7.3,371,0.0,0.0,1.0,1 win,"Chusheng Cai, Junli Zheng","Yang Bai, Jin Tao, Yinyan Wu","1930's China. The village of a poor family is taken over by the occupying Japanese army. One son, Zhongliang, leaves his wife and young son to join a medic group for the Chinese Army. The other son, Zhangmin goes into hiding to protect his family. The focus shifts back and forth from the brothers' parents and Zhongliang's wife and son to Zhongliang's newfound life of luxury in a town not too far away. The plight of Zhongliang's mother, his wife, Sufan and her son, Kongeson is contrasted with Zhongliang's rise in a flourishing company.","Mandarin, Japanese",China,tt0040009,movie,N/A,N/A,N/A,emotional,epic,"epic, intimate",family,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,The Story of a Discharged Prisoner,1967,8.104,0.635,,,,,,Kong Lung,N/A,N/A,13 Sep 1967,118 min,118,"Action, Crime, Drama",Action,Crime,7.5,7.5,90,0.0,0.0,0.0,N/A,Kong Lung,"Yin Tse, Ling Ka, Tsai-Jung Chan",N/A,Cantonese,Hong Kong,tt0193645,movie,N/A,N/A,N/A,"dark, exciting, emotional",fast,intimate,general,unknown,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
107,The Terrorizers,1986,8.195,0.644,,,,,,Edward Yang,N/A,N/A,19 Dec 1986,109 min,109,"Crime, Drama",Crime,Drama,7.7,7.7,5885,0.0,0.0,2.0,4 wins & 2 nominations total,"Hsiao-Yeh, Edward Yang","Cora Miao, Li-Chun Lee, Shih-Chieh King",A metaphysical mystery about the lives of three couples in Taipei that continually intersect over a span of several weeks.,"Mandarin, Min Nan",Taiwan,tt0091355,movie,N/A,N/A,N/A,"dark, emotional",medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,The Wedding Banquet,1993,8.174,0.641,,,,,,Ang Lee,R,R,04 Aug 1993,106 min,106,"Comedy, Drama, Romance",Comedy,Drama,7.6,7.6,18350,81.0,1.0,2.0,Nominated for 1 Oscar. 13 wins & 11 nominations total,"Ang Lee, Neil Peng, James Schamus","Winston Chao, May Chin, Ah-Lei Gua","Simon and Wei-Tung are a gay couple living together in Manhattan. To defer the suspicions of Wei-Tung's parents, Simon suggests a marriage of convenience between Wei-Tung and Wei-Wei, an immigrant in need of a green card. When Wei-Tung's parents come to America for the wedding, they insist upon an elaborate banquet, resulting in several complications.","Mandarin, English","Taiwan, United States",tt0107156,movie,N/A,"$6,933,459",N/A,"funny, emotional",fast,intimate,family,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
109,"The Wild, Wild Rose",1960,7.566,0.57,,,,,,Tian-Lin Wang,N/A,N/A,04 Oct 1960,128 min,128,Musical,Musical,Unknown,7.1,7.1,209,0.0,0.0,0.0,N/A,Yu Chin,"Grace Chang, Yang Chang, Po-Chien Chin",Grace Chang seduces as Hong Kong's most sensual Carmen ever. The torrid passions of Bizet's famous opera gets a postmodern reading when it is transposed to the noir-like setting of Hong Kong's Wanchai district. One of the most exhilarating and energetic musicals in the Chinese language.,Mandarin,Hong Kong,tt0199156,movie,N/A,N/A,N/A,neutral,slow,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,The Winter,1969,7.841,0.618,,,,,,Han Hsiang Li,N/A,N/A,09 Jan 1969,96 min,96,Drama,Drama,Unknown,7.3,7.3,55,0.0,0.0,0.0,N/A,"Lan Lo, Hsiang-Ju Sung","Ah-Lei Gua, Yeh Tien, Po-kien Chang","The winters in Northern China could become rather bitter and harsh especially if one must endure it alone. Hoping to spend his last winter in solitude, a timid man must declare his love for his sweetheart before her family forces her to be married off.",Mandarin,Taiwan,tt0186699,movie,N/A,N/A,N/A,emotional,medium,intimate,"family, love, survival",male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,The Winter of Three Hairs,1949,7.343,0.579,,,,,,"Gong Yan, Ming Zhao",Not Rated,Not Rated,01 Dec 1949,74 min,74,"Comedy, Drama",Comedy,Drama,6.6,6.6,202,0.0,0.0,0.0,N/A,"Leping Zhang, Hansheng Yang","Mo Cheng, Longji Wang, Long Gongboan","Three Hairs was the name of a popular comic character, a street urchin with a bald head save for three thin stalks sticking straight up towards the sky. After a night on the streets, Three Hairs looks for work wherever he can get it; he polishes shoes, picks garbage and even sells newspapers, but finally decides to give up. He puts a ""For Sale"" sign on his back and goes looking for a buyer. The war had left literally millions of homeless children in China, and Three Hair's misadventures in the comics were widely read as a rebuke to government for their neglect of this problem.",Mandarin,China,tt0470084,movie,N/A,N/A,N/A,"funny, emotional",fast,intimate,family,male,linear,neutral,minimal,comic,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Third Sister Liu,1962,5.31,0.315,,,,,,Li Su,N/A,,1962-07-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0054034,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113,Tie Xi Qu: West of the Tracks,2002,7.773,0.601,,,,,,Wang Bing,N/A,N/A,09 Jun 2004,551 min,551,Documentary,Documentary,Unknown,8.1,8.1,1381,0.0,0.0,2.0,4 wins & 3 nominations,N/A,N/A,"The impact of the decline of heavy industry on workers and their families in the Tiexi district of Shenyang, China, at the turn of the 21st century, documented unflinchingly by a fly-on-the-wall camera.",Mandarin,"China, Netherlands",tt0389448,movie,N/A,N/A,N/A,neutral,epic,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Twin Sisters,1934,7.228,0.563,,,,,,Zhengqiu Zheng,N/A,N/A,13 Feb 1934,82 min,82,Drama,Drama,Unknown,6.1,6.1,112,0.0,0.0,0.0,N/A,Zhengqiu Zheng,"Xiaoqiu Zheng, Zhiyuan Tan, Jinglin Xuan","Twin girls separated at birth are reunited when the one raised in poverty becomes a servant in the household of her sister, now the pampered wife of a warlord general.",Mandarin,China,tt0209510,movie,N/A,N/A,N/A,emotional,fast,intimate,general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Two Stage Sisters,1964,7.795,0.606,,,,,,Jin Xie,N/A,N/A,N/A,112 min,112,Drama,Drama,Unknown,6.8,6.8,406,0.0,0.0,1.0,1 win,"Lingu Wang, Jin Xie, Jin Xu","Fang Xie, Yindi Cao, Nan Deng","Chronicles the fortunes of two actresses in pre-revolutionary China, who are separated by money and politics.",Mandarin,China,tt0081553,movie,N/A,N/A,N/A,emotional,medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vive L'Amour,1994,7.87,0.619,,,,,,Tsai Ming-liang,R,R,22 Jul 1996,118 min,118,"Drama, Romance",Drama,Romance,7.3,7.3,5080,0.0,0.0,2.0,9 wins & 3 nominations total,"Tsai Ming-liang, Yi-chun Tsai, Pi-ying Yang","Chen Chao-jung, Kang-sheng Lee, Kuei-Mei Yang","The film focuses on three city folks who unknowingly share the same apartment: Mei, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-ang, who's stolen the key and uses the apartment as a retreat.",Mandarin,Taiwan,tt0109066,movie,N/A,N/A,N/A,emotional,medium,intimate,love,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,Wanjia denghuo,1948,7.82,0.613,,,,,,Fu Shen,Not Rated,Not Rated,N/A,124 min,124,Drama,Drama,Unknown,7.1,7.1,158,0.0,0.0,1.0,1 win total,"Fu Shen, Hansheng Yang","Ma Lan, Yunzhu Shangguan, Qiaqia Shi","This tale of familial warfare and sacrifice takes place in hard-pressed Shanghai at the end of the 1940s. Hu Zhiqing can barely support his wife and children, and his situation is worsened by the unexpected arrival of his mother, brother and sister-in-law. When he is fired by his unscrupulous boss, the whole family becomes embroiled in one emotional/economic struggle after another.",Mandarin,China,tt0195402,movie,N/A,N/A,N/A,emotional,slow,intimate,"family, justice",male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Xiao Wanyi,1933,7.687,0.602,,,,,,Yu Sun,N/A,N/A,10 Oct 1933,114 min,114,"Drama, War",Drama,War,6.9,6.9,230,0.0,0.0,0.0,N/A,Yu Sun,"Lingyu Ruan, Congmei Yuan, Li-li Li","Sister Ye is the master craftswoman in a village of toymakers that is subject to outside attacks. A series of personal tragedies reduces her to a shell of herself, until she breaks and rallies the townsfolk to fight their oppressors.",None,China,tt0121890,movie,N/A,N/A,N/A,emotional,medium,"epic, intimate",general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Yellow Earth,1984,7.792,0.636,,,,,,Kaige Chen,TV-PG,TV-PG,N/A,89 min,89,"Drama, History, Music",Drama,History,7.1,7.1,2701,0.0,0.0,2.0,8 wins & 5 nominations total,"Kaige Chen, Lan Ke, Ziliang Zhang","Xueqi Wang, Bai Xue, Quiang Liu","'Yellow Earth' focuses on the story of a communist soldier who is sent to the countryside to collect folk songs for the Communist Revolution. There he stays with a peasant family and learns that the happy songs he was sent to collect do not exist; the songs he finds are about hardship and suffering. He returns to the army, but promises to come back for the young girl, Cuiqiao, who has been spell-bound by his talk of the freedom women have under communist rule and who wants to join the Communist Army.",Mandarin,China,tt0087433,movie,N/A,N/A,N/A,emotional,fast,intimate,family,male,linear,neutral,growth,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,Ying lie qian qiu,1976,7.832,0.612,,,,,,Shan-Hsi Ting,N/A,N/A,19 Jul 1976,116 min,116,"Drama, War",Drama,War,7.0,7.0,43,0.0,0.0,0.0,N/A,Shan-Hsi Ting,"Zhen Zhen, Chun-Hsiung Ko, Sha-Li Chen","Gen. Cheng Tsu-chung, the ""Mars of China"", is held in high esteem by his Japanese counterpart, General Itagaki during Sino-Japanese war.","Mandarin, Japanese",Taiwan,tt1464605,movie,N/A,N/A,N/A,emotional,medium,"epic, intimate",general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Yu guang qu,1934,7.486,0.582,,,,,,Chusheng Cai,N/A,N/A,14 Jun 1934,56 min,56,Drama,Drama,Unknown,6.4,6.4,145,0.0,0.0,1.0,1 win,Chusheng Cai,"Renmei Wang, Langen Han, Peng Luo","The story is about a fisherman's family living near to Shanghai. In the beginning, twin babies are born, a boy and a girl. Their growing-up is briefly sketched, and their friendship with ""young master"", a boy from rich family about their age.",Mandarin,China,tt1002784,movie,N/A,N/A,N/A,emotional,fast,intimate,"family, friendship",unknown,linear,neutral,growth,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Zhong qiu yue,1953,5.18,0.309,,,,,,Shilin Zhu,N/A,N/A,10 Sep 1953,93 min,93,N/A,Unknown,Unknown,0.0,0.0,0,0.0,0.0,0.0,N/A,Ji Shen,"Qiuxia Gong, Fei Han, Hua Jiang",A financially struggling office worker goes into debt in order to afford traditional holiday gifts for his boss and landlord.,Mandarin,Hong Kong,tt0205594,movie,N/A,N/A,N/A,neutral,medium,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Zu: Warriors from the Magic Mountain,1983,7.37,0.551,,,,,,Hark Tsui,Unrated,Unrated,N/A,98 min,98,"Action, Adventure, Fantasy",Action,Adventure,6.6,6.6,3276,0.0,0.0,1.0,5 nominations total,"Chung-Yuet Shui, Cheuk-Hon Szeto","Biao Yuen, Hoi Mang, Adam Cheng","A college student (Yuen Biao) at a university in Canada is a fencing champion and when he has an accident one day, he ""dreams"" of being transported to ancient China and enters a conflict on Zu, the Magic Mountain. At the end of the story, he regains consciousness (this is in the longer English international version). The first and shorter version is about a warrior (Yuen Biao) who has become disillusioned with the constant civil wars in China and goes to the Magic Mountain. There he encounters ghosts and devils, and also good masters and their disciples who are out to stop the Blood Monster and his demons from destroying the world.",Cantonese,Hong Kong,tt0086308,movie,N/A,N/A,N/A,exciting,fast,surreal,general,male,surreal,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
