Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
1,Fall for Me,2025,7.252,0.509,,,,,,Sherry Hormann,TV-MA,TV-MA,21 Aug 2025,103 min,103,Thriller,Thriller,Unknown,4.8,4.8,3626,0.0,0.0,0.0,N/A,Stefanie Sycholt,"Svenja Jung, Theo Trebs, Thomas Kretschmann","Lilli visits her sister Valeria, surprised to learn she's engaged to a Frenchman, Manu. She spontaneously meets nightclub manager Tom, sparking an instant connection. A dark secret lurks behind the island's events.","German, English",Germany,tt32543884,movie,N/A,N/A,N/A,suspenseful,fast,conventional,general,female,linear,neutral,growth,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Freud,1962,7.851,0.617,,,,,,John Huston,Approved,Approved,12 Dec 1962,140 min,140,"Biography, Drama",Biography,Drama,7.2,7.2,3638,0.0,1.0,1.0,Nominated for 2 Oscars. 9 nominations total,"Charles Kaufman, Wolfgang Reinhardt, Jean-Paul Sartre","Montgomery Clift, Susannah York, Larry Parks","This pseudo biographical movie depicts five years from 1885 on in the life of the Czech-Austrian psychologist Sigmund Freud (1856-1939). At this time, most of his colleagues refuse to cure hysteric patients, because they believe they're just simulating to gain attention. But Freud learns to use hypnosis to find out the reasons for the psychosis. His main patient is a young woman who refuses to drink water and is plagued repeatedly by the same nightmare.",English,United States,tt0055998,movie,N/A,N/A,N/A,emotional,slow,intimate,general,ensemble,linear,neutral,growth,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Kaulitz & Kaulitz,0,5.31,0.315,,,,,,Unknown,N/A,,,0 min,0,,,,0.0,0.0,0,,,,,,,,,,,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,The Dark Knight,2008,8.303,0.677,,,,,,Christopher Nolan,PG-13,PG-13,18 Jul 2008,152 min,152,"Action, Crime, Drama",Action,Crime,9.1,9.1,3074817,85.0,1.0,2.0,Won 2 Oscars. 163 wins & 165 nominations total,"Jonathan Nolan, Christopher Nolan, David S. Goyer","Christian Bale, Heath Ledger, Aaron Eckhart","Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.","English, Mandarin","United States, United Kingdom",tt0468569,movie,N/A,"$534,987,076",N/A,"emotional, exciting, dark, uplifting",epic,"intimate, complex",love,male,linear,happy,minimal,original,blockbuster,CGI_heavy,medium,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,Too Hot to Handle: Germany,0,5.31,0.315,,,,,,Unknown,N/A,,,0 min,0,,,,0.0,0.0,0,,,,,,,,,,,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
