Rank,Title,Year,Predicted_Rating,Recommendation_Score,IMDb_Rating,Runtime_mins,Director,Runtime_Vs_Your_Avg,IMDb_Vs_Your_Avg,Predicted_Vs_Your_Avg,Good_Runtime_Match,Good_IMDb_Match,High_Confidence,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist
732,Shall We Dance?,1996,5.33,0.316,0.0,0,Masayuki Suô,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
733,Shanghai Blues,1984,5.32,0.316,0.0,0,Hark Tsui,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
734,Shaolin Soccer,2001,5.39,0.319,0.0,0,Stephen Chow,-106.201,-7.369,-2.541,False,False,False,0,0,0,0
735,Sheeple,2018,6.18,0.359,0.0,0,Houman Seyyedi,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
736,Sherlock Holmes and Doctor Watson,1980,5.32,0.316,0.0,0,,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
737,Shershaah,2021,6.26,0.363,0.0,0,Vishnuvardhan,-106.201,-7.369,-1.671,False,False,False,0,0,0,0
738,Shirin,2008,5.31,0.315,0.0,0,Abbas Kiarostami,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
739,Siberiade,1979,5.32,0.316,0.0,0,Andrei Konchalovsky,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
740,Silenced,2011,5.85,0.342,0.0,0,Hwang Dong-hyuk,-106.201,-7.369,-2.081,False,False,False,0,0,0,0
741,Silvestre,1981,5.32,0.316,0.0,0,João César Monteiro,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
742,Simon of the Desert,1965,5.33,0.316,0.0,0,Luis Buñuel,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
743,Sin Nombre,2009,5.43,0.321,0.0,0,Cary Joji Fukunaga,-106.201,-7.369,-2.501,False,False,False,0,0,0,0
744,Sissi,1955,5.31,0.315,0.0,0,Ernst Marischka,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
745,Sleep Tight,2011,5.85,0.342,0.0,0,Jaume Balagueró,-106.201,-7.369,-2.081,False,False,False,0,0,0,0
746,Snowman,1995,5.33,0.316,0.0,0,Davood Mir-Bagheri,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
747,"So Close, So Far",2005,5.25,0.312,0.0,0,Reza Mirkarimi,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
748,Solaris,1972,5.33,0.316,0.0,0,Andrei Tarkovsky,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
749,Solino,2002,5.34,0.317,0.0,0,Fatih Akin,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
750,Son of Babylon,2009,5.43,0.321,0.0,0,Mohamed Al Daradji,-106.201,-7.369,-2.501,False,False,False,0,0,0,0
751,Son of the Bride,2001,5.39,0.319,0.0,0,Juan José Campanella,-106.201,-7.369,-2.541,False,False,False,0,0,0,0
752,Sonatine,1993,5.33,0.316,0.0,0,Takeshi Kitano,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
753,Song at Midnight,1937,5.31,0.315,0.0,0,Weibang Ma-Xu,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
754,Sophie Scholl: The Final Days,2005,5.25,0.312,0.0,0,Marc Rothemund,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
755,Sorrows and Joys of a Middle-Aged Man,1949,5.31,0.315,0.0,0,Hu Sang,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
756,Sorrows of the Forbidden City,1948,5.31,0.315,0.0,0,Shilin Zhu,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
757,Soul Kitchen,2009,5.43,0.321,0.0,0,Fatih Akin,-106.201,-7.369,-2.501,False,False,False,0,0,0,0
758,Special 26,2013,6.03,0.352,0.0,0,Neeraj Pandey,-106.201,-7.369,-1.901,False,False,False,0,0,0,0
759,Spring in a Small Town,1948,5.31,0.315,0.0,0,Mu Fei,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
760,Stalingrad,1993,5.33,0.316,0.0,0,Joseph Vilsmaier,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
761,Standing in the Dust,2016,5.99,0.35,0.0,0,Mohammad Hossein Mahdavian,-106.201,-7.369,-1.941,False,False,False,0,0,0,0
762,Stars in Broad Daylight,1988,7.924,0.618,7.1,105,Ossama Mohammed,-1.201,-0.269,-0.008,True,True,True,0,0,0,0
763,Steel Rain,2017,6.09,0.354,0.0,0,Woo-seok Yang,-106.201,-7.369,-1.841,False,False,False,0,0,0,0
764,Still Life,1974,5.32,0.316,0.0,0,Sohrab Shahid Saless,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
765,Stormy Waters,1941,5.31,0.315,0.0,0,Jean Grémillon,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
766,Strait,1973,5.33,0.316,0.0,0,Amir Naderi,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
767,Stranger and the Fog,1975,5.32,0.316,0.0,0,Bahram Beyzaie,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
768,Strawberry & Chocolate,1993,5.33,0.316,0.0,0,"Tomás Gutiérrez Alea, Juan Carlos Tabío",-106.201,-7.369,-2.601,False,False,False,0,0,0,0
769,Stray Dog,1949,5.31,0.315,0.0,0,Akira Kurosawa,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
770,Street Angel,1937,5.31,0.315,0.0,0,Muzhi Yuan,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
771,Street of Shame,1956,5.31,0.315,0.0,0,Kenji Mizoguchi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
772,Strike,1925,5.31,0.315,0.0,0,Sergei Eisenstein,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
773,Stroszek,1977,5.32,0.316,0.0,0,Werner Herzog,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
774,Summer Palace,2006,5.26,0.313,0.0,0,Ye Lou,-106.201,-7.369,-2.671,False,False,False,0,0,0,0
775,Summer Snow,1995,5.33,0.316,0.0,0,Ann Hui,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
776,Sun Alley,1999,5.38,0.319,0.0,0,Leander Haußmann,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
777,Sun of the Hyenas,1977,5.32,0.316,0.0,0,Ridha Behi,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
778,Swing Kids,2018,6.18,0.359,0.0,0,Kang Hyoung-chul,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
779,Sympathy for Mr. Vengeance,2002,5.34,0.317,0.0,0,Park Chan-wook,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
780,Séance,2000,5.38,0.319,0.0,0,Kiyoshi Kurosawa,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
781,Tabu,2012,5.99,0.35,0.0,0,Miguel Gomes,-106.201,-7.369,-1.941,False,False,False,0,0,0,0
782,Tae Guk Gi: The Brotherhood of War,2004,5.29,0.314,0.0,0,Kang Je-kyu,-106.201,-7.369,-2.641,False,False,False,0,0,0,0
783,Taipei Story,1985,5.32,0.316,0.0,0,Edward Yang,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
784,Taira Clan Saga,1955,5.31,0.315,0.0,0,Kenji Mizoguchi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
785,Take Point,2018,6.18,0.359,0.0,0,Byung-woo Kim,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
786,Tales,2014,6.03,0.352,0.0,0,Rakhshan Banietemad,-106.201,-7.369,-1.901,False,False,False,0,0,0,0
787,Tambourine,2008,5.31,0.315,0.0,0,Parisa Bakhtavar,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
788,Tampopo,1985,5.32,0.316,0.0,0,Jûzô Itami,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
789,Taxi,2015,6.01,0.35,0.0,0,Jafar Panahi,-106.201,-7.369,-1.921,False,False,False,0,0,0,0
790,Tehran Taboo,2017,6.09,0.354,0.0,0,Ali Soozandeh,-106.201,-7.369,-1.841,False,False,False,0,0,0,0
791,Ten,2002,5.34,0.317,0.0,0,Abbas Kiarostami,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
792,Ten Little Indians,1987,5.32,0.316,0.0,0,Stanislav Govorukhin,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
793,Thartharah fawq el-Nil,1971,5.33,0.316,0.0,0,Hussein Kamal,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
794,That Man from Rio,1964,5.33,0.316,0.0,0,Philippe de Broca,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
795,The 36th Chamber of Shaolin,1978,5.32,0.316,0.0,0,Chia-Liang Liu,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
796,The Actor,1993,5.33,0.316,0.0,0,Mohsen Makhmalbaf,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
797,The Adventures of Sherlock Holmes and Dr. Watson: The Adventures of Sherlock Holmes and Doctor Watson: Mortal Fight,1980,5.32,0.316,0.0,0,Igor Maslennikov,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
798,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,5.32,0.316,0.0,0,,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
799,The Age of Shadows,2016,5.99,0.35,0.0,0,Kim Jee-woon,-106.201,-7.369,-1.941,False,False,False,0,0,0,0
800,The American Friend,1977,5.32,0.316,0.0,0,Wim Wenders,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
801,The Arch,1968,5.33,0.316,0.0,0,Shu Shuen Tong,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
802,The Ascent,1977,5.32,0.316,0.0,0,Larisa Shepitko,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
803,The Aura,2005,5.25,0.312,0.0,0,Fabián Bielinsky,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
804,The Baader Meinhof Complex,2008,5.31,0.315,0.0,0,Uli Edel,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
805,The Ballad of Narayama,1983,5.32,0.316,0.0,0,Shôhei Imamura,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
806,The Banishment,2007,5.28,0.314,0.0,0,Andrey Zvyagintsev,-106.201,-7.369,-2.651,False,False,False,0,0,0,0
807,The Barber of Siberia,1998,5.38,0.319,0.0,0,Nikita Mikhalkov,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
808,The Battle of Jangsari,2019,6.22,0.361,0.0,0,"Tae-hun Kim, Kwak Kyung-taek",-106.201,-7.369,-1.711,False,False,False,0,0,0,0
809,The Battleship Island,2017,6.09,0.354,0.0,0,Ryoo Seung-wan,-106.201,-7.369,-1.841,False,False,False,0,0,0,0
810,The Beach of Lost Children,1991,7.583,0.585,6.3,88,Jillali Ferhati,-18.201,-1.069,-0.348,True,False,False,0,0,0,0
811,The Beat That My Heart Skipped,2005,5.25,0.312,0.0,0,Jacques Audiard,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
812,The Beauty Inside,2015,6.01,0.35,0.0,0,Jong-Yeol Baek,-106.201,-7.369,-1.921,False,False,False,0,0,0,0
813,The Beginning and the End,1960,8.096,0.643,7.9,130,Salah Abouseif,23.799,0.531,0.165,True,True,True,0,0,0,0
814,The Big Road,1935,5.31,0.315,0.0,0,Yu Sun,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
815,The Bitch,1931,5.31,0.315,0.0,0,Jean Renoir,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
816,The Bitter Tears of Petra von Kant,1972,5.33,0.316,0.0,0,Rainer Werner Fassbinder,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
817,The Black Cannon Incident,1985,5.32,0.316,0.0,0,Jianxin Huang,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
818,The Blue Angel,1930,5.31,0.315,0.0,0,Josef von Sternberg,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
819,The Blue Kite,1993,5.33,0.316,0.0,0,Zhuangzhuang Tian,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
820,The Blue-Veiled,1995,5.33,0.316,0.0,0,Rakhshan Banietemad,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
821,The Boot,1993,5.33,0.316,0.0,0,Mohammad Ali Talebi,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
822,The Bridge,1959,5.31,0.315,0.0,0,Bernhard Wicki,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
823,The Bus Driver,1982,8.175,0.643,7.7,107,Atef El-Tayeb,0.799,0.331,0.244,True,True,True,0,0,0,0
824,The Butcher,1970,5.33,0.316,0.0,0,Claude Chabrol,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
825,The Butterfly Murders,1979,5.32,0.316,0.0,0,Hark Tsui,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
826,The Cameraman's Revenge,1912,5.31,0.315,0.0,0,Wladyslaw Starewicz,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
827,The Castle of Sand,1974,5.32,0.316,0.0,0,Yoshitarô Nomura,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
828,The Chambermaid,2018,6.18,0.359,0.0,0,Lila Avilés,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
829,The Chaser,2008,5.31,0.315,0.0,0,Na Hong-jin,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
830,The Chess Players,1977,5.32,0.316,0.0,0,Satyajit Ray,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
831,The Child and the Soldier,2000,5.38,0.319,0.0,0,Reza Mirkarimi,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
832,The Chorus,2004,5.29,0.314,0.0,0,Christophe Barratier,-106.201,-7.369,-2.641,False,False,False,0,0,0,0
833,The Circle,2000,5.38,0.319,0.0,0,Jafar Panahi,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
834,The Citadel,1988,5.32,0.316,0.0,0,Mohamed Chouikh,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
835,The City of Lost Children,1995,5.33,0.316,0.0,0,"Marc Caro, Jean-Pierre Jeunet",-106.201,-7.369,-2.601,False,False,False,0,0,0,0
836,The Clan,2015,6.01,0.35,0.0,0,Pablo Trapero,-106.201,-7.369,-1.921,False,False,False,0,0,0,0
837,The Classic,2003,5.3,0.315,0.0,0,Jae-young Kwak,-106.201,-7.369,-2.631,False,False,False,0,0,0,0
838,The Clown,2011,5.85,0.342,0.0,0,Selton Mello,-106.201,-7.369,-2.081,False,False,False,0,0,0,0
839,The Collector,1967,5.33,0.316,0.0,0,Éric Rohmer,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
840,The Color of Paradise,1999,5.38,0.319,0.0,0,Majid Majidi,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
841,The Color of Pomegranates,1969,5.33,0.316,0.0,0,Sergei Parajanov,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
842,The Corridor,2013,6.03,0.352,0.0,0,Behrouz Shoaybi,-106.201,-7.369,-1.901,False,False,False,0,0,0,0
843,The Courtyard of the Ballads,1942,5.31,0.315,0.0,0,Francisco Ribeiro,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
844,The Cow,1969,5.33,0.316,0.0,0,Dariush Mehrjui,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
845,The Criminal Life of Archibaldo de la Cruz,1955,5.31,0.315,0.0,0,Luis Buñuel,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
846,The Cuckoo,2002,5.34,0.317,0.0,0,Aleksandr Rogozhkin,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
847,The Cycle,1977,5.32,0.316,0.0,0,Dariush Mehrjui,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
848,The Cyclist,1989,5.32,0.316,0.0,0,Mohsen Makhmalbaf,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
849,The Dawns Here Are Quiet,1972,5.33,0.316,0.0,0,Stanislav Rostotskiy,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
850,The Day I Became a Woman,2000,5.38,0.319,0.0,0,Marzieh Makhmalbaf,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
851,The Deer,1974,5.32,0.316,0.0,0,Masud Kimiai,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
852,The Deserted Station,2002,5.34,0.317,0.0,0,Alireza Raisian,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
853,The Destiny of a Man,1959,5.31,0.315,0.0,0,Sergey Bondarchuk,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
854,The Devil's Backbone,2001,5.39,0.319,0.0,0,Guillermo del Toro,-106.201,-7.369,-2.541,False,False,False,0,0,0,0
855,The Diamond Arm,1969,5.33,0.316,0.0,0,Leonid Gaidai,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
856,The Dove's Lost Necklace,1991,7.808,0.612,7.1,86,Nacer Khemir,-20.201,-0.269,-0.123,True,True,True,0,0,0,0
857,The Drug King,2018,6.18,0.359,0.0,0,Min-ho Woo,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
858,The Dude in Me,2019,6.22,0.361,0.0,0,Kang Hyo-jin,-106.201,-7.369,-1.711,False,False,False,0,0,0,0
859,The Dupes,1972,8.168,0.64,7.6,107,Tewfik Saleh,0.799,0.231,0.237,True,True,True,0,0,0,0
860,The Edge of Heaven,2007,5.28,0.314,0.0,0,Fatih Akin,-106.201,-7.369,-2.651,False,False,False,0,0,0,0
861,The Edukators,2004,5.29,0.314,0.0,0,Hans Weingartner,-106.201,-7.369,-2.641,False,False,False,0,0,0,0
862,The Eight Diagram Pole Fighter,1984,5.32,0.316,0.0,0,Chia-Liang Liu,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
863,The Enigma of Kaspar Hauser,1974,5.32,0.316,0.0,0,Werner Herzog,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
864,The Escape,1991,5.32,0.316,0.0,0,Atef El-Tayeb,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
865,The Experiment,2001,5.39,0.319,0.0,0,Oliver Hirschbiegel,-106.201,-7.369,-2.541,False,False,False,0,0,0,0
866,The Exterminating Angel,1962,5.31,0.315,0.0,0,Luis Buñuel,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
867,The Fateful Day,1995,5.33,0.316,0.0,0,Shahram Assadi,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
868,The Father,1996,5.33,0.316,0.0,0,Majid Majidi,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
869,The Fire Within,1963,5.33,0.316,0.0,0,Louis Malle,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
870,The Fish Fall in Love,2005,5.25,0.312,0.0,0,Ali Rafie,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
871,The Flirtation of Girls,1949,5.31,0.315,0.0,0,Anwar Wagdi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
872,The Flower of My Secret,1995,5.33,0.316,0.0,0,Pedro Almodóvar,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
873,The Garage,1980,5.32,0.316,0.0,0,Eldar Ryazanov,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
874,The Girls,1962,5.31,0.315,0.0,0,Yuriy Chulyukin,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
875,The Glass Agency,1998,5.38,0.319,0.0,0,Ebrahim Hatamikia,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
876,The Goddess,1934,5.31,0.315,0.0,0,Yonggang Wu,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
877,The Golden Horseshoes,1989,7.898,0.621,7.3,104,Nouri Bouzid,-2.201,-0.069,-0.033,True,True,True,0,0,0,0
878,"The Good, the Bad, the Weird",2008,5.31,0.315,0.0,0,Kim Jee-woon,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
879,The Great Battle,2018,6.18,0.359,0.0,0,Kwang-shik Kim,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
880,The Great Devotion,1960,5.31,0.315,0.0,0,Yuen Chor,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
881,The Great Journey,2004,8.007,0.624,7.2,108,Ismaël Ferroukhi,1.799,-0.169,0.075,True,True,True,0,0,0,0
882,The Hairdresser's Husband,1990,5.32,0.316,0.0,0,Patrice Leconte,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
883,The Headless Woman,2008,5.31,0.315,0.0,0,Lucrecia Martel,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
884,The Heiresses,2018,6.18,0.359,0.0,0,Marcelo Martinessi,-106.201,-7.369,-1.751,False,False,False,0,0,0,0
885,The Hidden Fortress,1958,5.31,0.315,0.0,0,Akira Kurosawa,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
886,The Hidden Half,2001,5.39,0.319,0.0,0,Tahmineh Milani,-106.201,-7.369,-2.541,False,False,False,0,0,0,0
887,The Hole,1960,5.31,0.315,0.0,0,Jacques Becker,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
888,The Holy Girl,2004,5.29,0.314,0.0,0,Lucrecia Martel,-106.201,-7.369,-2.641,False,False,False,0,0,0,0
889,The Holy Innocents,1984,5.32,0.316,0.0,0,Mario Camus,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
890,The Holy Mountain,1973,5.33,0.316,0.0,0,Alejandro Jodorowsky,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
891,The Host,2006,5.26,0.313,0.0,0,Bong Joon Ho,-106.201,-7.369,-2.671,False,False,False,0,0,0,0
892,The House of 72 Tenants,1973,5.33,0.316,0.0,0,Yuen Chor,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
893,The Housemaid,2010,5.61,0.33,0.0,0,Im Sang-soo,-106.201,-7.369,-2.321,False,False,False,0,0,0,0
894,The Human Condition II: Road to Eternity,1959,5.31,0.315,0.0,0,Masaki Kobayashi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
895,The Human Condition III: A Soldier's Prayer,1961,5.31,0.315,0.0,0,Masaki Kobayashi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
896,The Hunt,1966,5.33,0.316,0.0,0,Carlos Saura,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
897,The Idiot,2003,5.3,0.315,0.0,0,,-106.201,-7.369,-2.631,False,False,False,0,0,0,0
898,The Innocent,1986,8.216,0.655,8.2,110,Atef El-Tayeb,3.799,0.831,0.285,True,True,True,0,0,0,0
899,The Insect Woman,1963,5.33,0.316,0.0,0,Shôhei Imamura,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
900,The Inugami Family,1976,5.32,0.316,0.0,0,Kon Ichikawa,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
901,The Invisible Woman,2009,5.43,0.321,0.0,0,Cláudio Torres,-106.201,-7.369,-2.501,False,False,False,0,0,0,0
902,"The Irony of Fate, or Enjoy Your Bath!",1976,5.32,0.316,0.0,0,Eldar Ryazanov,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
903,The Island,2006,5.26,0.313,0.0,0,Pavel Lungin,-106.201,-7.369,-2.671,False,False,False,0,0,0,0
904,The Italian,2005,5.25,0.312,0.0,0,Andrey Kravchuk,-106.201,-7.369,-2.681,False,False,False,0,0,0,0
905,The Jester,1987,5.32,0.316,0.0,0,José Álvaro Morais,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
906,The Key,1987,5.32,0.316,0.0,0,Ebrahim Forouzesh,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
907,The Killer,1989,5.32,0.316,0.0,0,John Woo,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
908,The King and the Mockingbird,1980,5.32,0.316,0.0,0,Paul Grimault,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
909,The Kingdom and the Beauty,1959,5.31,0.315,0.0,0,Han Hsiang Li,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
910,The Land,1970,8.157,0.648,8.0,130,Youssef Chahine,23.799,0.631,0.225,True,True,True,0,0,0,0
911,The Last Act,1991,5.32,0.316,0.0,0,Varuzh Karim-Masihi,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
912,The Last Step,2012,5.99,0.35,0.0,0,Ali Mosaffa,-106.201,-7.369,-1.941,False,False,False,0,0,0,0
913,The Legend of Bhagat Singh,2002,5.34,0.317,0.0,0,Rajkumar Santoshi,-106.201,-7.369,-2.591,False,False,False,0,0,0,0
914,The Life of Jesus,1997,5.38,0.319,0.0,0,Bruno Dumont,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
915,The Life of Oharu,1952,5.31,0.315,0.0,0,Kenji Mizoguchi,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
916,The Life of Wu Xun,1951,5.31,0.315,0.0,0,Yu Sun,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
917,The Lin Family Shop,1959,5.31,0.315,0.0,0,Choui Khoua,-106.201,-7.369,-2.621,False,False,False,0,0,0,0
918,The Lizard,2004,5.29,0.314,0.0,0,Kamal Tabrizi,-106.201,-7.369,-2.641,False,False,False,0,0,0,0
919,The Love Eterne,1963,5.33,0.316,0.0,0,Han Hsiang Li,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
920,The Love-stricken,1992,5.33,0.316,0.0,0,Ali Hatami,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
921,The Man Who Copied,2003,5.3,0.315,0.0,0,Jorge Furtado,-106.201,-7.369,-2.631,False,False,False,0,0,0,0
922,The Man Who Stole the Sun,1979,5.32,0.316,0.0,0,Kazuhiko Hasegawa,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
923,The Man from Nowhere,2010,5.61,0.33,0.0,0,Lee Jeong-beom,-106.201,-7.369,-2.321,False,False,False,0,0,0,0
924,The Man from the Future,2011,5.85,0.342,0.0,0,Cláudio Torres,-106.201,-7.369,-2.081,False,False,False,0,0,0,0
925,The Man of the Year,2003,5.3,0.315,0.0,0,José Henrique Fonseca,-106.201,-7.369,-2.631,False,False,False,0,0,0,0
926,The Mandrake,1975,5.32,0.316,0.0,0,Fereydun Gole,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
927,The Marriage of Maria Braun,1979,5.32,0.316,0.0,0,Rainer Werner Fassbinder,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
928,The Massacre of Kafr Kassem,1975,7.566,0.584,6.3,108,Borhane Alaouié,1.799,-1.069,-0.365,True,False,False,0,0,0,0
929,The Meeting Place Cannot Be Changed,1979,5.32,0.316,0.0,0,,-106.201,-7.369,-2.611,False,False,False,0,0,0,0
930,The Message,1976,8.243,0.678,8.1,177,Moustapha Akkad,70.799,0.731,0.311,False,True,True,0,0,0,0
931,The Milk of Sorrow,2009,5.43,0.321,0.0,0,Claudia Llosa,-106.201,-7.369,-2.501,False,False,False,0,0,0,0
932,The Miracle of Bern,2003,5.3,0.315,0.0,0,Sönke Wortmann,-106.201,-7.369,-2.631,False,False,False,0,0,0,0
933,The Mirror,1997,5.38,0.319,0.0,0,Jafar Panahi,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
934,The Mission,1999,5.38,0.319,0.0,0,Johnnie To,-106.201,-7.369,-2.551,False,False,False,0,0,0,0
935,The Mole Agent,2020,6.26,0.363,0.0,0,Maite Alberdi,-106.201,-7.369,-1.671,False,False,False,0,0,0,0
936,The Mongols,1973,5.33,0.316,0.0,0,Parviz Kimiavi,-106.201,-7.369,-2.601,False,False,False,0,0,0,0
937,The Mummy,1969,8.101,0.639,7.7,102,Chadi Abdel Salam,-4.201,0.331,0.17,True,True,True,0,0,0,0
