Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
81,tt0115928,2025-06-11,2025-06-11,,"My Sex Life... or How I Got Into an Argument","Comment je me suis disputé... (ma vie sexuelle)",https://www.imdb.com/title/tt0115928/,Movie,6.7,178,1996,"Comedy, Drama, Romance",1793,1997-09-17,"Arnaud Desplechin",,
82,tt0058450,2025-06-11,2025-06-11,,"The Umbrellas of Cherbourg","Les parapluies de Cherbourg",https://www.imdb.com/title/tt0058450/,Movie,7.8,91,1964,"Drama, Musical, Romance",33870,1964-12-16,"Jacques Demy",,
83,tt0060474,2025-06-11,2025-06-11,,"Don't Look Now... We're Being Shot At!","La grande vadrouille",https://www.imdb.com/title/tt0060474/,Movie,7.9,123,1966,"Adventure, Comedy, War",21739,1966-12-08,"Gérard Oury",,
84,tt0028201,2025-06-11,2025-06-11,,"The Story of a Cheat","Le roman d'un tricheur",https://www.imdb.com/title/tt0028201/,Movie,7.5,81,1936,"Comedy",2708,1938-09-26,"Sacha Guitry",,
85,tt0101700,2025-06-11,2025-06-11,,"Delicatessen","Delicatessen",https://www.imdb.com/title/tt0101700/,Movie,7.5,99,1991,"Comedy, Crime",93045,1992-04-03,"Marc Caro, Jean-Pierre Jeunet",,
86,tt0079820,2025-06-11,2025-06-11,,"The King and the Mockingbird","Le roi et l'oiseau",https://www.imdb.com/title/tt0079820/,Movie,7.7,83,1980,"Animation, Family, Fantasy, Romance",5929,1980-03-19,"Paul Grimault",,
87,tt0084843,2025-06-11,2025-06-11,,"A Room in Town","Une chambre en ville",https://www.imdb.com/title/tt0084843/,Movie,6.7,90,1982,"Drama, Musical, Romance",1810,1982-10-27,"Jacques Demy",,
88,tt0018192,2025-06-11,2025-06-11,,"Napoleon","Napoléon vu par Abel Gance",https://www.imdb.com/title/tt0018192/,Movie,8.2,330,1927,"Biography, Drama, History, War",9558,1929-02-17,"Abel Gance",,
89,tt0063152,2025-06-11,2025-06-11,,"I Love You, I Love You","Je t'aime, je t'aime",https://www.imdb.com/title/tt0063152/,Movie,7.1,91,1968,"Drama, Sci-Fi",3574,1968-04-24,"Alain Resnais",,
90,tt0216787,2025-06-11,2025-06-11,,"The Taste of Others","Le goût des autres",https://www.imdb.com/title/tt0216787/,Movie,7.2,112,2000,"Comedy, Drama, Romance",10935,2000-03-01,"Agnès Jaoui",,
91,tt0021739,2025-06-11,2025-06-11,,"The Bitch","La chienne",https://www.imdb.com/title/tt0021739/,Movie,7.5,95,1931,"Crime, Drama, Romance",5201,1931-11-20,"Jean Renoir",,
