Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
99,tt9853814,2025-06-11,2025-06-11,,"De Lo Mio","De Lo Mio",https://www.imdb.com/title/tt9853814/,Movie,6.6,74,2019,"Comedy, Drama",99,2019-06-22,"Diana Peralta",,
100,tt4285496,2025-06-11,2025-06-11,,"Embrace of the Serpent","El abrazo de la serpiente",https://www.imdb.com/title/tt4285496/,Movie,7.8,125,2015,"Adventure, Biography, Drama",25521,2015-05-25,"Ciro Guerra",,
101,tt0056898,2025-06-11,2025-06-11,,"El camino","El camino",https://www.imdb.com/title/tt0056898/,Movie,7.1,95,1964,"Drama",327,1964,"Ana Mariscal",,
102,tt0227277,2025-06-11,2025-06-11,,"Burnt Money","Plata quemada",https://www.imdb.com/title/tt0227277/,Movie,7.0,125,2000,"Crime, Drama, Romance, Thriller",7092,2000-05-11,"Marcelo Piñeyro",,
103,tt1221141,2025-06-11,2025-06-11,,"The Headless Woman","La mujer sin cabeza",https://www.imdb.com/title/tt1221141/,Movie,6.5,87,2008,"Drama, Mystery, Thriller",6079,2008-08-21,"Lucrecia Martel",,
104,tt0084740,2025-06-11,2025-06-11,,"El Sur","El sur",https://www.imdb.com/title/tt0084740/,Movie,7.8,95,1983,"Drama, Mystery, Romance",7034,1988-01-20,"Víctor Erice",,
105,tt0055310,2025-06-11,2025-06-11,,"Placido","Plácido",https://www.imdb.com/title/tt0055310/,Movie,7.8,85,1961,"Comedy, Drama",4023,1962-06-27,"Luis García Berlanga",,
106,tt0382621,2025-06-11,2025-06-11,,"Cronicas","Crónicas",https://www.imdb.com/title/tt0382621/,Movie,6.8,108,2004,"Crime, Drama, Thriller",3621,2006-04-21,"Sebastián Cordero",,
107,tt5265960,2025-06-11,2025-06-11,,"The Untamed","La región salvaje",https://www.imdb.com/title/tt5265960/,Movie,6.1,98,2016,"Drama, Horror, Mystery, Romance, Sci-Fi, Thriller",7379,2017-07-21,"Amat Escalante",,
108,tt0322824,2025-06-11,2025-06-11,,"Japón","Japón",https://www.imdb.com/title/tt0322824/,Movie,6.8,122,2002,"Drama",4120,2003-04-04,"Carlos Reygadas",,
